pattern,level_price,timestamp
ложный пробой (ЛП),78125.0,2026-08-29 21:00:00
ложный пробой (ЛП),78239.8,2026-08-29 21:00:00
ложный пробой (ЛП),78054.2,2026-08-30 01:00:00
пробой вниз,78050.0,2026-08-30 01:00:00
ложный пробой (ЛП),78125.0,2026-08-30 01:00:00
ложный пробой (ЛП),78239.8,2026-08-30 01:00:00
пробой вниз,78246.7,2026-08-30 07:00:00
ложный пробой (ЛП),78239.8,2026-08-30 07:00:00
ложный пробой (ЛП),78388.0,2026-08-30 13:00:00
ложный пробой (ЛП),78246.7,2026-08-30 13:00:00
ложный пробой (ЛП),79327.0,2026-08-30 17:00:00
пробой вниз,79218.4,2026-08-30 17:00:00
пробой вниз,78950.8,2026-08-30 17:00:00
ложный пробой (ЛП),78935.3,2026-08-30 17:00:00
