timestamp,inst,price,type,level,comment,atr_1h
2026-04-06 22:35:00,BTC-USDT-SWAP,69276.0,ТОЧКА ВНИМАНИЯ,69315.8,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",463.50714285714326
