timestamp,inst,price,type,level,comment,atr_1h
2026-04-16 14:10:00,BTC-USDT-SWAP,73800.1,ТОЧКА ВНИМАНИЯ,73777.0,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",458.2000000000002
