timestamp,inst,price,type,level,comment,atr_1h
2026-08-06 09:10:00,BTC-USDT-SWAP,64799.3,ТОЧКА ВНИМАНИЯ,64827.3,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",194.47857142857123
