timestamp,inst,price,status,reason,direction,level,atr_1h,who_punished
2026-06-05 20:25:00,BTC-USDT-SWAP,61016.4,НЕТ СДЕЛКИ,НЕТ ОТКАЗА (нет хвоста/поглощения на M5),,,1155.0,"накажут тех, кто входит без подтверждения (без отказа)"
2026-06-05 21:55:00,BTC-USDT-SWAP,61672.1,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,1121.8500000000001,накажут нетерпеливых (рынок вялый — без импульса)
2026-06-05 23:10:00,BTC-USDT-SWAP,61428.4,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,1087.3285714285723,накажут нетерпеливых (рынок вялый — без импульса)
2026-06-06 01:20:00,BTC-USDT-SWAP,60966.0,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,1122.2785714285721,накажут нетерпеливых (рынок вялый — без импульса)
2026-06-06 05:25:00,BTC-USDT-SWAP,60694.1,НЕТ СДЕЛКИ,СЕРЕДИНА ДИАПАЗОНА (лучшее место для наказания за нетерпение),,,1081.5500000000004,"накажут тех, кто торгует середину диапазона"
2026-06-06 08:05:00,BTC-USDT-SWAP,60950.6,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,849.0500000000003,накажут нетерпеливых (рынок вялый — без импульса)
2026-06-06 10:20:00,BTC-USDT-SWAP,60516.9,ЖДЁМ СВИП,НЕТ СНЯТИЯ ЛИКВИДНОСТИ (не вынесли ниже уровня),long,60264.4,725.8142857142858,"накажут тех, кто входит ДО снятия ликвидности"
2026-06-06 11:50:00,BTC-USDT-SWAP,60870.0,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,735.7285714285717,накажут нетерпеливых (рынок вялый — без импульса)
2026-06-06 13:40:00,BTC-USDT-SWAP,60835.1,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,658.2928571428571,накажут нетерпеливых (рынок вялый — без импульса)
2026-06-06 15:00:00,BTC-USDT-SWAP,60744.5,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,619.2071428571425,накажут нетерпеливых (рынок вялый — без импульса)
2026-06-06 16:15:00,BTC-USDT-SWAP,60745.9,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,632.8714285714278,накажут нетерпеливых (рынок вялый — без импульса)
