timestamp,inst,price,type,level,comment,atr_1h
2026-01-29 18:00:00,BTC-USDT-SWAP,84315.3,ВНИМАНИЕ,84222.1,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",664.4357142857116
