timestamp,inst,price,type,level,comment,atr_1h
2026-08-14 22:30:00,BTC-USDT-SWAP,62830.1,ТОЧКА ВНИМАНИЯ,62818.0,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",211.22142857142848
