timestamp,inst,price,type,level,comment,atr_1h
2026-06-21 16:10:00,BTC-USDT-SWAP,64130.0,ТОЧКА ВНИМАНИЯ,64149.5,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",231.60000000000062
