pattern,level_price,timestamp
false_breakout,90873.1,2025-12-02 18:00:00
breakout,91624.2,2025-12-02 18:00:00
false_breakout,91972.1,2025-12-02 18:00:00
false_breakout,90873.1,2025-12-02 18:00:00
breakout,91624.2,2025-12-02 18:00:00
false_breakout,91972.1,2025-12-02 18:00:00
false_breakout,90873.1,2025-12-02 18:00:00
breakout,91624.2,2025-12-02 18:00:00
false_breakout,91972.1,2025-12-02 18:00:00
false_breakout,90873.1,2025-12-02 18:00:00
breakout,91624.2,2025-12-02 18:00:00
false_breakout,91972.1,2025-12-02 18:00:00
false_breakout,91972.1,2025-12-02 19:00:00
false_breakout,91999.9,2025-12-02 19:00:00
false_breakout,91972.1,2025-12-02 19:00:00
false_breakout,91999.9,2025-12-02 19:00:00
false_breakout,91218.8,2025-12-02 20:00:00
false_breakout,91237.8,2025-12-02 20:00:00
false_breakout,91430.0,2025-12-02 20:00:00
false_breakout,91624.2,2025-12-02 20:00:00
false_breakout,91972.1,2025-12-02 20:00:00
false_breakout,91194.9,2025-12-02 20:00:00
false_breakout,91297.4,2025-12-02 20:00:00
false_breakout,91999.9,2025-12-02 20:00:00
false_breakout,92221.0,2025-12-02 20:00:00
false_breakout,91218.8,2025-12-02 20:00:00
false_breakout,91237.8,2025-12-02 20:00:00
false_breakout,91430.0,2025-12-02 20:00:00
false_breakout,91624.2,2025-12-02 20:00:00
false_breakout,91972.1,2025-12-02 20:00:00
false_breakout,91194.9,2025-12-02 20:00:00
false_breakout,91297.4,2025-12-02 20:00:00
false_breakout,91999.9,2025-12-02 20:00:00
false_breakout,92221.0,2025-12-02 20:00:00
false_breakout,91218.8,2025-12-02 20:00:00
false_breakout,91237.8,2025-12-02 20:00:00
false_breakout,91430.0,2025-12-02 20:00:00
false_breakout,91624.2,2025-12-02 20:00:00
false_breakout,91972.1,2025-12-02 20:00:00
false_breakout,91194.9,2025-12-02 20:00:00
false_breakout,91297.4,2025-12-02 20:00:00
false_breakout,91999.9,2025-12-02 20:00:00
false_breakout,92221.0,2025-12-02 20:00:00
breakout,91196.9,2025-12-02 21:00:00
breakout,91218.8,2025-12-02 21:00:00
breakout,91237.8,2025-12-02 21:00:00
breakout,91430.0,2025-12-02 21:00:00
false_breakout,91624.2,2025-12-02 21:00:00
breakout,91194.9,2025-12-02 21:00:00
breakout,91297.4,2025-12-02 21:00:00
breakout,91196.9,2025-12-02 21:00:00
breakout,91218.8,2025-12-02 21:00:00
breakout,91237.8,2025-12-02 21:00:00
breakout,91430.0,2025-12-02 21:00:00
false_breakout,91624.2,2025-12-02 21:00:00
breakout,91194.9,2025-12-02 21:00:00
breakout,91297.4,2025-12-02 21:00:00
breakout,91196.9,2025-12-02 21:00:00
breakout,91218.8,2025-12-02 21:00:00
breakout,91237.8,2025-12-02 21:00:00
breakout,91430.0,2025-12-02 21:00:00
false_breakout,91624.2,2025-12-02 21:00:00
breakout,91194.9,2025-12-02 21:00:00
breakout,91297.4,2025-12-02 21:00:00
breakout,91624.2,2025-12-02 22:00:00
breakout,91972.1,2025-12-02 22:00:00
breakout,91624.2,2025-12-02 22:00:00
breakout,91972.1,2025-12-02 22:00:00
breakout,91624.2,2025-12-02 22:00:00
breakout,91972.1,2025-12-02 22:00:00
breakout,91430.0,2025-12-03
breakout,91624.2,2025-12-03
false_breakout,91972.1,2025-12-03
breakout,91297.4,2025-12-03
breakout,92299.4,2025-12-03 02:00:00
breakout,92476.1,2025-12-03 02:00:00
breakout,92299.4,2025-12-03 02:00:00
breakout,92476.1,2025-12-03 02:00:00
breakout,93050.0,2025-12-03 04:00:00
breakout,93076.3,2025-12-03 04:00:00
breakout,93050.0,2025-12-03 04:00:00
breakout,93076.3,2025-12-03 04:00:00
breakout,93050.0,2025-12-03 04:00:00
breakout,93076.3,2025-12-03 04:00:00
breakout,93458.2,2025-12-03 05:00:00
breakout,93458.2,2025-12-03 05:00:00
false_breakout,93458.2,2025-12-03 06:00:00
false_breakout,93458.2,2025-12-03 06:00:00
false_breakout,93458.2,2025-12-03 06:00:00
false_breakout,93050.0,2025-12-03 07:00:00
false_breakout,93076.3,2025-12-03 07:00:00
false_breakout,93458.2,2025-12-03 07:00:00
false_breakout,93657.2,2025-12-03 07:00:00
false_breakout,93050.0,2025-12-03 07:00:00
false_breakout,93076.3,2025-12-03 07:00:00
false_breakout,93458.2,2025-12-03 07:00:00
false_breakout,93657.2,2025-12-03 07:00:00
false_breakout,93050.0,2025-12-03 08:00:00
false_breakout,93076.3,2025-12-03 08:00:00
false_breakout,93458.2,2025-12-03 08:00:00
