timestamp,inst,price,type,level,comment,atr_1h
2026-03-02 14:55:00,BTC-USDT-SWAP,67052.7,ТОЧКА ВНИМАНИЯ,67137.7,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",712.7714285714252
