pattern,level_price,timestamp
ложный пробой (ЛП),80888.0,2026-05-09 19:00:00
ложный пробой (ЛП),80786.1,2026-05-09 19:00:00
ложный пробой (ЛП),80895.0,2026-05-09 19:00:00
ложный пробой (ЛП),80888.0,2026-05-09 20:00:00
ложный пробой (ЛП),80786.1,2026-05-09 20:00:00
ложный пробой (ЛП),80895.0,2026-05-09 20:00:00
ложный пробой (ЛП),80888.0,2026-05-09 21:00:00
ложный пробой (ЛП),80786.1,2026-05-09 21:00:00
пробой вверх,80770.7,2026-05-09 21:00:00
ложный пробой (ЛП),80895.0,2026-05-09 21:00:00
пробой вверх,80746.5,2026-05-09 22:00:00
ложный пробой (ЛП),80770.7,2026-05-09 22:00:00
ложный пробой (ЛП),80746.5,2026-05-09 23:00:00
ложный пробой (ЛП),80666.1,2026-05-09 23:00:00
ложный пробой (ЛП),80770.7,2026-05-09 23:00:00
ложный пробой (ЛП),80746.5,2026-05-10
ложный пробой (ЛП),80649.9,2026-05-10
ложный пробой (ЛП),80770.7,2026-05-10
ложный пробой (ЛП),80746.5,2026-05-10 04:00:00
ложный пробой (ЛП),80666.1,2026-05-10 04:00:00
ложный пробой (ЛП),80770.7,2026-05-10 04:00:00
ложный пробой (ЛП),80746.5,2026-05-10 06:00:00
ложный пробой (ЛП),80666.1,2026-05-10 06:00:00
ложный пробой (ЛП),80770.7,2026-05-10 06:00:00
пробой вверх,80746.5,2026-05-10 08:00:00
пробой вверх,80770.7,2026-05-10 08:00:00
ложный пробой (ЛП),80746.5,2026-05-10 10:00:00
ложный пробой (ЛП),80888.0,2026-05-10 10:00:00
ложный пробой (ЛП),80770.7,2026-05-10 10:00:00
ложный пробой (ЛП),80895.0,2026-05-10 10:00:00
ложный пробой (ЛП),80786.1,2026-05-10 11:00:00
ложный пробой (ЛП),80666.1,2026-05-10 11:00:00
ложный пробой (ЛП),80888.0,2026-05-10 12:00:00
ложный пробой (ЛП),80895.0,2026-05-10 12:00:00
