pattern,level_price,timestamp
ложный пробой (ЛП),69162.0,2026-02-13 19:00:00
ложный пробой (ЛП),69280.0,2026-02-13 19:00:00
ложный пробой (ЛП),69162.0,2026-02-13 20:00:00
ложный пробой (ЛП),69110.8,2026-02-14 07:00:00
ложный пробой (ЛП),69110.8,2026-02-14 08:00:00
ложный пробой (ЛП),69366.7,2026-02-14 08:00:00
пробой вверх,69280.0,2026-02-14 08:00:00
пробой вверх,69450.0,2026-02-14 08:00:00
ложный пробой (ЛП),69366.7,2026-02-14 09:00:00
ложный пробой (ЛП),69366.7,2026-02-14 09:00:00
ложный пробой (ЛП),69846.6,2026-02-14 10:00:00
ложный пробой (ЛП),69846.6,2026-02-14 10:00:00
ложный пробой (ЛП),70100.0,2026-02-14 11:00:00
ложный пробой (ЛП),69876.0,2026-02-14 11:00:00
пробой вверх,70200.0,2026-02-14 11:00:00
пробой вверх,69846.6,2026-02-14 11:00:00
пробой вверх,69874.8,2026-02-14 11:00:00
ложный пробой (ЛП),70100.0,2026-02-14 11:00:00
ложный пробой (ЛП),69876.0,2026-02-14 11:00:00
пробой вверх,70200.0,2026-02-14 11:00:00
пробой вверх,69846.6,2026-02-14 11:00:00
пробой вверх,69874.8,2026-02-14 11:00:00
пробой вниз,70100.0,2026-02-14 12:00:00
пробой вниз,69876.0,2026-02-14 12:00:00
ложный пробой (ЛП),70200.0,2026-02-14 12:00:00
ложный пробой (ЛП),69846.6,2026-02-14 12:00:00
ложный пробой (ЛП),69874.8,2026-02-14 12:00:00
ложный пробой (ЛП),70200.0,2026-02-14 13:00:00
пробой вниз,69366.7,2026-02-14 13:00:00
ложный пробой (ЛП),69450.0,2026-02-14 13:00:00
ложный пробой (ЛП),69846.6,2026-02-14 13:00:00
ложный пробой (ЛП),69874.8,2026-02-14 13:00:00
ложный пробой (ЛП),69366.7,2026-02-14 14:00:00
ложный пробой (ЛП),69450.0,2026-02-14 14:00:00
ложный пробой (ЛП),69366.7,2026-02-14 14:00:00
пробой вверх,69450.0,2026-02-14 14:00:00
ложный пробой (ЛП),69876.0,2026-02-14 15:00:00
ложный пробой (ЛП),69366.7,2026-02-14 15:00:00
пробой вверх,69846.6,2026-02-14 15:00:00
пробой вверх,69874.8,2026-02-14 15:00:00
ложный пробой (ЛП),69366.7,2026-02-14 15:00:00
пробой вниз,69366.7,2026-02-14 16:00:00
ложный пробой (ЛП),69280.0,2026-02-14 16:00:00
ложный пробой (ЛП),69450.0,2026-02-14 16:00:00
ложный пробой (ЛП),69846.6,2026-02-14 16:00:00
ложный пробой (ЛП),69874.8,2026-02-14 16:00:00
ложный пробой (ЛП),69366.7,2026-02-14 17:00:00
