timestamp,inst,price,status,reason,direction,level,atr_1h,who_punished
2026-09-20 20:40:00,BTC-USDT-SWAP,81109.0,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,301.9499999999981,накажут нетерпеливых (рынок вялый — без импульса)
2026-09-20 22:40:00,BTC-USDT-SWAP,81119.4,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,346.90714285714057,накажут нетерпеливых (рынок вялый — без импульса)
2026-09-21 00:30:00,BTC-USDT-SWAP,81727.6,СДЕЛКА,ЕСТЬ СВИП + ОТКАЗ + РЕТЕСТ (валидный шорт),short,81740.0,372.28571428571223,накажут покупателей
