time_almaty,instId,price,status,side,reason,level,entry,sl,tp,rr,atr_h1
2026-01-23 16:28:59.685559+05:00,BTC-USDT-SWAP,89199.4,NO_TRADE,none,no impulse: move=306 < 0.80*ATR,,,,,,442.10929677751056
