timestamp,inst,price,type,level,comment,atr_1h
2026-08-07 09:15:00,BTC-USDT-SWAP,64717.9,ТОЧКА ВНИМАНИЯ,64720.0,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",195.68571428571417
