pattern,level_price,timestamp
ложный пробой (ЛП),58333.3,2026-07-01 01:00:00
пробой вниз,59050.3,2026-07-01 06:00:00
пробой вниз,59088.0,2026-07-01 06:00:00
пробой вниз,58852.5,2026-07-01 10:00:00
пробой вниз,58333.3,2026-07-01 12:00:00
ложный пробой (ЛП),59574.0,2026-07-01 15:00:00
ложный пробой (ЛП),59821.4,2026-07-01 15:00:00
ложный пробой (ЛП),59719.3,2026-07-01 15:00:00
ложный пробой (ЛП),59554.7,2026-07-01 15:00:00
ложный пробой (ЛП),59357.8,2026-07-01 15:00:00
пробой вверх,60064.2,2026-07-01 15:00:00
