timestamp,inst,price,status,reason,direction,level,atr_1h,who_punished
2026-02-23 19:45:00,BTC-USDT-SWAP,64209.3,НЕТ СДЕЛКИ,НЕТ ОТКАЗА (нет хвоста/поглощения на M5),,,632.9857142857135,"накажут тех, кто входит без подтверждения (без отказа)"
2026-02-23 20:25:00,BTC-USDT-SWAP,64025.4,ЖДЁМ СВИП,НЕТ СНЯТИЯ ЛИКВИДНОСТИ (не вынесли выше уровня),short,67469.0,612.2642857142849,"накажут тех, кто входит ДО снятия ликвидности"
2026-02-23 21:10:00,BTC-USDT-SWAP,64573.9,НЕТ СДЕЛКИ,НЕТ ОТКАЗА (нет хвоста/поглощения на M5),,,611.9785714285707,"накажут тех, кто входит без подтверждения (без отказа)"
2026-02-23 22:00:00,BTC-USDT-SWAP,64693.1,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,603.9928571428562,накажут нетерпеливых (рынок вялый — без импульса)
2026-02-23 23:00:00,BTC-USDT-SWAP,64718.9,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,573.307142857142,накажут нетерпеливых (рынок вялый — без импульса)
2026-02-23 23:45:00,BTC-USDT-SWAP,64616.8,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,590.1357142857139,накажут нетерпеливых (рынок вялый — без импульса)
2026-02-24 02:05:00,BTC-USDT-SWAP,64081.8,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,648.0,накажут нетерпеливых (рынок вялый — без импульса)
2026-02-24 04:25:00,BTC-USDT-SWAP,63136.1,НЕТ СДЕЛКИ,НЕТ ОТКАЗА (нет хвоста/поглощения на M5),,,700.6785714285719,"накажут тех, кто входит без подтверждения (без отказа)"
2026-02-24 05:40:00,BTC-USDT-SWAP,62894.4,НЕТ СДЕЛКИ,НЕТ ОТКАЗА (нет хвоста/поглощения на M5),,,713.6428571428577,"накажут тех, кто входит без подтверждения (без отказа)"
2026-02-24 06:40:00,BTC-USDT-SWAP,63203.0,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,701.192857142858,накажут нетерпеливых (рынок вялый — без импульса)
2026-02-24 07:35:00,BTC-USDT-SWAP,63196.0,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,638.7642857142861,накажут нетерпеливых (рынок вялый — без импульса)
2026-02-24 08:25:00,BTC-USDT-SWAP,63245.6,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,618.5785714285719,накажут нетерпеливых (рынок вялый — без импульса)
2026-02-24 09:30:00,BTC-USDT-SWAP,63113.9,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,592.807142857143,накажут нетерпеливых (рынок вялый — без импульса)
