timestamp,inst,price,type,level,comment,atr_1h
2026-07-11 09:55:00,BTC-USDT-SWAP,64143.3,ТОЧКА ВНИМАНИЯ,64156.7,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",179.70000000000073
