timestamp,inst,price,status,reason,direction,level,atr_1h,who_punished
2026-08-26 19:00:00,BTC-USDT-SWAP,78421.1,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,517.0571428571451,накажут нетерпеливых (рынок вялый — без импульса)
2026-08-26 22:05:00,BTC-USDT-SWAP,78788.4,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,522.2357142857187,накажут нетерпеливых (рынок вялый — без импульса)
2026-08-27 03:15:00,BTC-USDT-SWAP,78700.0,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,434.72857142857225,накажут нетерпеливых (рынок вялый — без импульса)
