timestamp,inst,price,type,level,comment,atr_1h
2026-06-02 22:30:00,BTC-USDT-SWAP,67155.1,ТОЧКА ВНИМАНИЯ,67055.0,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",678.164285714287
