timestamp,inst,price,type,level,comment,atr_1h
2026-08-01 20:55:00,BTC-USDT-SWAP,62635.0,ТОЧКА ВНИМАНИЯ,62620.9,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",155.02142857142877
