timestamp,inst,price,type,level,comment,atr_1h
2026-02-03 09:20:00,BTC-USDT-SWAP,78150.1,ТОЧКА ВНИМАНИЯ,78056.4,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",686.9500000000002
