time_almaty,instId,price,status,side,reason,level,entry,sl,tp,rr,atr_h1
2026-01-23 18:42:56.578802+05:00,BTC-USDT-SWAP,89247.6,NO_TRADE,none,no impulse: move=215 < 0.80*ATR,,,,,,420.46738197180605
