timestamp,time_almaty,open,high,low,close,volume
1758816000000,2025-09-25 21:00:00+05:00,111532.9,111623.7,108566.1,108979.6,7278496.07
1758902400000,2025-09-26 21:00:00+05:00,108979.5,110233.0,108967.3,109324.6,2943321.24
1758988800000,2025-09-27 21:00:00+05:00,109324.5,109980.1,109150.0,109973.6,2208989.6
1759075200000,2025-09-28 21:00:00+05:00,109973.6,114180.0,109938.7,113768.9,6253509.82
1759161600000,2025-09-29 21:00:00+05:00,113768.9,114786.2,112607.4,113061.8,5428338.44
1759248000000,2025-09-30 21:00:00+05:00,113061.8,117617.3,112751.4,117363.8,7415103.23
1759334400000,2025-10-01 21:00:00+05:00,117363.9,119880.7,116689.3,119880.7,7559450.79
1759420800000,2025-10-02 21:00:00+05:00,119880.7,122330.0,119214.0,122215.0,6475549.79
1759507200000,2025-10-03 21:00:00+05:00,122215.1,123863.7,121404.2,121753.6,6866519.84
1759593600000,2025-10-04 21:00:00+05:00,121753.6,125800.0,121476.6,122758.5,6990467.16
1759680000000,2025-10-05 21:00:00+05:00,122758.4,125384.2,122238.3,124956.5,6395891.59
1759766400000,2025-10-06 21:00:00+05:00,124956.5,126173.6,121126.2,121804.4,8099706.07
1759852800000,2025-10-07 21:00:00+05:00,121804.4,123300.0,120561.6,122135.9,7310486.13
1759939200000,2025-10-08 21:00:00+05:00,122135.9,124179.2,120601.9,121082.0,9094741.95
1760025600000,2025-10-09 21:00:00+05:00,121082.1,122465.5,118425.5,118970.9,8613053.35
1760112000000,2025-10-10 21:00:00+05:00,118971.0,119400.0,101482.7,111750.0,20433027.74
1760198400000,2025-10-11 21:00:00+05:00,111750.0,113707.4,109521.4,113168.9,7422335.51
1760284800000,2025-10-12 21:00:00+05:00,113168.8,115920.3,113168.8,114268.0,8069140.71
1760371200000,2025-10-13 21:00:00+05:00,114268.1,115829.0,109802.0,112827.7,9837953.09
1760457600000,2025-10-14 21:00:00+05:00,112827.6,113575.5,110329.8,110745.0,8248051.25
1760544000000,2025-10-15 21:00:00+05:00,110745.0,111950.0,108285.1,108489.8,8610840.83
1760630400000,2025-10-16 21:00:00+05:00,108489.8,109212.1,103450.0,106730.1,12837878.49
1760716800000,2025-10-17 21:00:00+05:00,106730.1,107515.0,106010.1,106884.5,4414781.28
1760803200000,2025-10-18 21:00:00+05:00,106884.5,108562.6,106077.0,108420.0,4758126.54
1760889600000,2025-10-19 21:00:00+05:00,108419.9,111694.0,107383.0,111092.5,6815398.69
1760976000000,2025-10-20 21:00:00+05:00,111092.4,113541.7,107408.3,113384.5,10756223.2
1761062400000,2025-10-21 21:00:00+05:00,113384.5,113988.0,106600.0,108364.9,11824623.67
1761148800000,2025-10-22 21:00:00+05:00,108364.9,110271.1,106606.3,109841.0,7079826.03
1761235200000,2025-10-23 21:00:00+05:00,109840.9,112178.3,109270.1,110003.6,7208269.19
1761321600000,2025-10-24 21:00:00+05:00,110003.6,111906.7,109750.0,111332.6,2955527.05
1761408000000,2025-10-25 21:00:00+05:00,111332.5,114078.9,111113.8,113654.5,4171431.39
1761494400000,2025-10-26 21:00:00+05:00,113654.6,116400.3,112835.0,114905.8,6313787.85
1761580800000,2025-10-27 21:00:00+05:00,114905.7,116055.5,113410.2,114592.4,5749873.18
1761667200000,2025-10-28 21:00:00+05:00,114592.3,115550.0,111318.4,111459.5,8330433.46
1761753600000,2025-10-29 21:00:00+05:00,111459.6,112000.0,107266.0,107656.6,13070678.88
1761840000000,2025-10-30 21:00:00+05:00,107656.6,111111.1,106212.9,110122.5,8621991.98
1761926400000,2025-10-31 21:00:00+05:00,110122.5,110499.0,108565.9,110240.0,3173012.66
1762012800000,2025-11-01 21:00:00+05:00,110240.0,111199.7,109800.0,110062.0,2745720.54
1762099200000,2025-11-02 21:00:00+05:00,110062.0,110737.3,105428.8,105701.5,7063611.85
1762185600000,2025-11-03 21:00:00+05:00,105701.6,107700.0,102849.8,103155.6,9204656.42
1762272000000,2025-11-04 21:00:00+05:00,103155.6,103763.3,98888.1,103679.9,12498118.02
1762358400000,2025-11-05 21:00:00+05:00,103679.9,104500.0,101558.0,101960.2,6672364.36
1762444800000,2025-11-06 21:00:00+05:00,101960.2,102486.5,99200.0,100753.1,8853889.98
1762531200000,2025-11-07 21:00:00+05:00,100750.1,104044.0,100473.9,101685.1,5319038.3
1762617600000,2025-11-08 21:00:00+05:00,101685.1,104200.0,101320.0,103694.9,3942895.56
1762704000000,2025-11-09 21:00:00+05:00,103694.9,106626.3,103280.8,105034.9,6644281.99
1762790400000,2025-11-10 21:00:00+05:00,105034.9,107499.8,103150.0,103418.8,6731745.25
1762876800000,2025-11-11 21:00:00+05:00,103418.9,105293.2,101902.5,102123.2,6992612.88
1762963200000,2025-11-12 21:00:00+05:00,102123.2,104000.0,100688.7,101322.0,9256829.73
1763049600000,2025-11-13 21:00:00+05:00,101322.1,101484.5,94500.1,96751.9,15077232.92
1763136000000,2025-11-14 21:00:00+05:00,96751.9,97368.0,93929.7,96212.4,7133099.39
1763222400000,2025-11-15 21:00:00+05:00,96212.5,96587.3,94322.0,94540.2,4455234.38
1763308800000,2025-11-16 21:00:00+05:00,94540.2,96000.0,92918.3,93913.4,10450879.61
1763395200000,2025-11-17 21:00:00+05:00,93915.3,94382.5,89250.5,92861.4,13950437.51
1763481600000,2025-11-18 21:00:00+05:00,92861.3,93784.8,89819.2,89895.6,9145196.06
1763568000000,2025-11-19 21:00:00+05:00,89895.5,93130.0,88556.1,89817.1,12120637.24
1763654400000,2025-11-20 21:00:00+05:00,89817.0,89864.2,80602.4,82904.7,24903194.96
1763740800000,2025-11-21 21:00:00+05:00,82904.7,85590.4,82289.6,84235.4,8823027.05
1763827200000,2025-11-22 21:00:00+05:00,84235.4,87226.2,84170.0,87033.2,5839086.72
1763913600000,2025-11-23 21:00:00+05:00,87033.2,88099.9,85217.9,86562.9,9438637.49
1764000000000,2025-11-24 21:00:00+05:00,86562.8,89183.2,86057.4,86943.9,9213537.8
1764086400000,2025-11-25 21:00:00+05:00,86944.0,88190.7,86131.0,86939.1,7281781.44
1764172800000,2025-11-26 21:00:00+05:00,86939.0,91908.5,86923.7,90912.0,8896004.96
1764259200000,2025-11-27 21:00:00+05:00,90912.0,93133.9,90612.6,92310.9,7904280.48
1764345600000,2025-11-28 21:00:00+05:00,92310.9,92332.0,90173.6,91025.6,4757917.14
1764432000000,2025-11-29 21:00:00+05:00,91025.6,91935.8,90113.7,91395.1,4045796.66
1764518400000,2025-11-30 21:00:00+05:00,91395.1,91816.2,83777.0,84636.8,12694719.37
1764604800000,2025-12-01 21:00:00+05:00,84636.9,91174.6,84000.0,90800.1,11567930.93
1764691200000,2025-12-02 21:00:00+05:00,90800.0,93927.3,90167.8,92336.6,11853751.92
1764777600000,2025-12-03 21:00:00+05:00,92336.6,94151.9,91737.9,92925.0,7854554.75
1764864000000,2025-12-04 21:00:00+05:00,92925.1,93135.0,89828.9,90406.6,7882288.26
1764950400000,2025-12-05 21:00:00+05:00,90406.6,90451.4,87936.1,89718.6,6322163.15
1765036800000,2025-12-06 21:00:00+05:00,89718.5,89941.7,87670.0,89504.4,4618891.89
1765123200000,2025-12-07 21:00:00+05:00,89504.4,92255.0,88848.2,89910.3,8570020.01
1765209600000,2025-12-08 21:00:00+05:00,89910.4,92863.8,89447.4,92675.4,7068475.05
1765296000000,2025-12-09 21:00:00+05:00,92675.3,94569.9,91507.2,92014.1,7833087.19
1765382400000,2025-12-10 21:00:00+05:00,92014.1,94444.0,89210.7,89825.6,9655719.9
1765468800000,2025-12-11 21:00:00+05:00,89825.7,93540.8,89284.2,89871.2,9060990.98
1765555200000,2025-12-12 21:00:00+05:00,89871.3,90622.9,89409.9,90059.8,4269979.4
1765641600000,2025-12-13 21:00:00+05:00,90059.7,90450.0,88503.3,88982.2,3392676.23
1765728000000,2025-12-14 21:00:00+05:00,88982.2,89979.1,86580.1,86984.5,7732559.77
1765814400000,2025-12-15 21:00:00+05:00,86984.4,88146.6,85088.3,87941.5,8933535.05
1765900800000,2025-12-16 21:00:00+05:00,87941.5,90350.0,86137.8,87192.8,8874670.17
1765987200000,2025-12-17 21:00:00+05:00,87192.9,89468.8,85282.1,88479.7,9465621.28
1766073600000,2025-12-18 21:00:00+05:00,88479.6,89539.0,84401.9,87920.0,11993840.61
1766160000000,2025-12-19 21:00:00+05:00,87920.0,88878.4,86808.0,88130.9,4094457.59
1766246400000,2025-12-20 21:00:00+05:00,88131.0,89058.6,87553.0,88028.0,3124564.49
1766332800000,2025-12-21 21:00:00+05:00,88027.9,90574.0,87824.6,89677.7,6696788.42
1766419200000,2025-12-22 21:00:00+05:00,89677.8,90084.8,86532.7,87400.0,6874754.3
1766505600000,2025-12-23 21:00:00+05:00,87399.9,88333.0,86350.0,87014.6,5448480.67
1766592000000,2025-12-24 21:00:00+05:00,87014.5,88576.3,86870.2,88334.3,3510531.14
1766678400000,2025-12-25 21:00:00+05:00,88334.4,89533.0,86601.1,87094.8,7199439.12
1766764800000,2025-12-26 21:00:00+05:00,87094.8,87756.0,86762.6,87519.7,2233037.61
1766851200000,2025-12-27 21:00:00+05:00,87519.7,88072.0,87385.1,87793.1,1875481.45
1766937600000,2025-12-28 21:00:00+05:00,87793.1,90368.0,86750.0,87632.6,8812510.38
1767024000000,2025-12-29 21:00:00+05:00,87632.5,89118.9,86766.3,88967.7,5696556.8
