timestamp,inst,price,status,reason,direction,level,atr_1h,who_punished
2026-03-16 19:40:00,BTC-USDT-SWAP,74172.1,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,674.7857142857122,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-16 20:20:00,BTC-USDT-SWAP,73904.2,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,638.3999999999972,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-16 21:05:00,BTC-USDT-SWAP,74416.9,ЖДЁМ СВИП,НЕТ СНЯТИЯ ЛИКВИДНОСТИ (не вынесли выше уровня),short,74449.7,646.892857142854,"накажут тех, кто входит ДО снятия ликвидности"
2026-03-16 21:50:00,BTC-USDT-SWAP,74496.8,СДЕЛКА,ЕСТЬ СВИП + ОТКАЗ + РЕТЕСТ (валидный шорт),short,74499.9,668.085714285711,накажут покупателей
2026-03-16 22:30:00,BTC-USDT-SWAP,74596.3,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,641.7142857142826,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-16 23:00:00,BTC-USDT-SWAP,74548.9,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,634.30714285714,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-16 23:40:00,BTC-USDT-SWAP,74853.2,НЕТ СДЕЛКИ,НЕТ ОТКАЗА (нет хвоста/поглощения на M5),,,667.6285714285685,"накажут тех, кто входит без подтверждения (без отказа)"
2026-03-17,BTC-USDT-SWAP,74658.5,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,644.7071428571404,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 03:10:00,BTC-USDT-SWAP,74972.5,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,704.7214285714259,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 05:00:00,BTC-USDT-SWAP,74137.9,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,651.335714285711,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 06:10:00,BTC-USDT-SWAP,74141.4,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,652.4642857142836,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 07:30:00,BTC-USDT-SWAP,74349.9,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,659.085714285712,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 08:30:00,BTC-USDT-SWAP,74288.4,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,645.4214285714271,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 09:35:00,BTC-USDT-SWAP,74177.2,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,628.6928571428559,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 10:30:00,BTC-USDT-SWAP,73658.7,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,641.0928571428552,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 11:30:00,BTC-USDT-SWAP,73960.0,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,619.8214285714275,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 12:05:00,BTC-USDT-SWAP,74006.6,НЕТ СДЕЛКИ,НЕТ ИМПУЛЬСА (рынок вялый/нет расширения диапазона),,,596.5714285714275,накажут нетерпеливых (рынок вялый — без импульса)
2026-03-17 13:50:00,BTC-USDT-SWAP,73422.9,НЕТ СДЕЛКИ,СЕРЕДИНА ДИАПАЗОНА (лучшее место для наказания за нетерпение),,,642.8642857142861,"накажут тех, кто торгует середину диапазона"
2026-03-17 14:55:00,BTC-USDT-SWAP,74312.2,НЕТ СДЕЛКИ,СЕРЕДИНА ДИАПАЗОНА (лучшее место для наказания за нетерпение),,,648.2428571428578,"накажут тех, кто торгует середину диапазона"
