timestamp,inst,price,type,level,comment,atr_1h
2026-05-14 23:10:00,BTC-USDT-SWAP,81209.5,ТОЧКА ВНИМАНИЯ,81234.9,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",534.4642857142836
