timestamp,inst,price,type,level,comment,atr_1h
2026-07-26 12:35:00,BTC-USDT-SWAP,64526.5,ТОЧКА ВНИМАНИЯ,64512.3,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",110.0214285714293
2026-07-26 14:15:00,BTC-USDT-SWAP,64657.2,ТОЧКА ВНИМАНИЯ,64652.4,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",129.60714285714388
2026-07-26 15:30:00,BTC-USDT-SWAP,64714.6,ТОЧКА ВНИМАНИЯ,64719.9,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",131.67142857142971
