pattern,level_price,timestamp
false_breakout,88632.9,2025-12-14 18:00:00
false_breakout,88632.9,2025-12-14 18:00:00
false_breakout,88632.9,2025-12-14 18:00:00
bounce,88505.4,2025-12-14 19:00:00
bounce,88505.4,2025-12-14 19:00:00
bounce,88505.4,2025-12-14 19:00:00
false_breakout,88505.4,2025-12-14 20:00:00
false_breakout,88505.4,2025-12-14 20:00:00
false_breakout,88505.4,2025-12-14 20:00:00
bounce,88350.0,2025-12-14 21:00:00
bounce,88350.0,2025-12-14 21:00:00
bounce,88350.0,2025-12-14 21:00:00
false_breakout,88350.0,2025-12-14 22:00:00
false_breakout,88350.0,2025-12-14 22:00:00
false_breakout,88350.0,2025-12-14 22:00:00
false_breakout,88350.0,2025-12-15
false_breakout,88342.4,2025-12-15
false_breakout,88018.0,2025-12-15
bounce,88018.0,2025-12-15
false_breakout,89255.9,2025-12-15 02:00:00
bounce,89255.9,2025-12-15 02:00:00
false_breakout,88632.9,2025-12-15 02:00:00
false_breakout,88505.4,2025-12-15 02:00:00
false_breakout,88465.9,2025-12-15 02:00:00
false_breakout,89255.9,2025-12-15 03:00:00
bounce,89255.9,2025-12-15 03:00:00
false_breakout,89255.9,2025-12-15 03:00:00
bounce,89255.9,2025-12-15 03:00:00
false_breakout,89389.8,2025-12-15 04:00:00
false_breakout,89255.9,2025-12-15 04:00:00
bounce,89255.9,2025-12-15 04:00:00
false_breakout,89466.6,2025-12-15 04:00:00
false_breakout,89389.8,2025-12-15 04:00:00
false_breakout,89255.9,2025-12-15 04:00:00
bounce,89255.9,2025-12-15 04:00:00
false_breakout,89466.6,2025-12-15 04:00:00
false_breakout,89389.8,2025-12-15 05:00:00
false_breakout,89466.6,2025-12-15 05:00:00
bounce,89466.6,2025-12-15 05:00:00
bounce,89466.6,2025-12-15 06:00:00
bounce,89466.6,2025-12-15 06:00:00
