timestamp,inst,price,type,level,comment,atr_1h
2026-05-16 14:00:00,BTC-USDT-SWAP,78015.3,ТОЧКА ВНИМАНИЯ,78002.0,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",283.53571428571223
