timestamp,inst,price,type,level,comment,atr_1h
2026-09-14 13:40:00,BTC-USDT-SWAP,77886.3,ТОЧКА ВНИМАНИЯ,77865.6,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",471.87857142857166
