pattern,level_price,timestamp
ложный пробой (ЛП),61865.9,2026-06-10 19:00:00
ложный пробой (ЛП),61632.8,2026-06-10 21:00:00
ложный пробой (ЛП),61741.7,2026-06-10 21:00:00
ложный пробой (ЛП),61865.9,2026-06-10 21:00:00
пробой вниз,61339.5,2026-06-10 23:00:00
ложный пробой (ЛП),61075.1,2026-06-10 23:00:00
ложный пробой (ЛП),61122.0,2026-06-10 23:00:00
ложный пробой (ЛП),62071.5,2026-06-11 01:00:00
пробой вверх,61865.9,2026-06-11 01:00:00
пробой вверх,62189.3,2026-06-11 01:00:00
ложный пробой (ЛП),62117.4,2026-06-11 01:00:00
