pattern,level_price,timestamp
false_breakout,87481.5,2025-12-19 18:00:00
false_breakout,87790.1,2025-12-19 18:00:00
false_breakout,88180.0,2025-12-19 18:00:00
false_breakout,87481.5,2025-12-19 18:00:00
false_breakout,87790.1,2025-12-19 18:00:00
false_breakout,88180.0,2025-12-19 18:00:00
false_breakout,87481.5,2025-12-19 18:00:00
false_breakout,87790.1,2025-12-19 18:00:00
false_breakout,88180.0,2025-12-19 18:00:00
breakout,87336.7,2025-12-19 19:00:00
breakout,87481.5,2025-12-19 19:00:00
breakout,87790.1,2025-12-19 19:00:00
breakout,87336.7,2025-12-19 19:00:00
breakout,87481.5,2025-12-19 19:00:00
breakout,87790.1,2025-12-19 19:00:00
breakout,87336.7,2025-12-19 19:00:00
breakout,87481.5,2025-12-19 19:00:00
breakout,87790.1,2025-12-19 19:00:00
false_breakout,88180.0,2025-12-19 21:00:00
false_breakout,88180.0,2025-12-19 21:00:00
false_breakout,88180.0,2025-12-19 21:00:00
breakout,88180.0,2025-12-19 22:00:00
breakout,88180.0,2025-12-19 22:00:00
breakout,88180.0,2025-12-19 22:00:00
false_breakout,88180.0,2025-12-20
breakout,88180.0,2025-12-20 02:00:00
breakout,88180.0,2025-12-20 02:00:00
false_breakout,88564.7,2025-12-20 06:00:00
false_breakout,88564.7,2025-12-20 06:00:00
false_breakout,88564.7,2025-12-20 06:00:00
false_breakout,88180.0,2025-12-20 10:00:00
false_breakout,88180.0,2025-12-20 10:00:00
false_breakout,88180.0,2025-12-20 10:00:00
breakout,88180.0,2025-12-20 11:00:00
false_breakout,88180.0,2025-12-20 15:00:00
false_breakout,88180.0,2025-12-20 15:00:00
false_breakout,88180.0,2025-12-20 16:00:00
false_breakout,88180.0,2025-12-20 16:00:00
