pattern,level_price,timestamp
ложный пробой (ЛП),77180.0,2026-09-10 21:00:00
ложный пробой (ЛП),76607.1,2026-09-11 01:00:00
ложный пробой (ЛП),77180.0,2026-09-11 06:00:00
ложный пробой (ЛП),78756.9,2026-09-11 15:00:00
ложный пробой (ЛП),78952.0,2026-09-11 15:00:00
пробой вниз,78610.6,2026-09-11 15:00:00
пробой вниз,78619.6,2026-09-11 15:00:00
ложный пробой (ЛП),78511.8,2026-09-11 15:00:00
ложный пробой (ЛП),79199.0,2026-09-11 15:00:00
ложный пробой (ЛП),79377.2,2026-09-11 15:00:00
ложный пробой (ЛП),79744.4,2026-09-11 15:00:00
ложный пробой (ЛП),79316.6,2026-09-11 15:00:00
