time_almaty,instId,price,status,side,reason,level,entry,sl,tp,rr,atr_h1
2026-01-23 18:32:58.547020+05:00,BTC-USDT-SWAP,89244.0,NO_TRADE,none,no sweep/rejection near levels,,,,,,420.46738197180605
