timestamp,inst,price,type,level,comment,atr_1h
2026-04-01 14:50:00,BTC-USDT-SWAP,68521.9,ТОЧКА ВНИМАНИЯ,68495.1,"Подходим к поддержке, но отказа пока нет — ждём реакцию/хвост.",521.5857142857141
2026-04-01 14:50:00,BTC-USDT-SWAP,68521.9,ТОЧКА ВНИМАНИЯ,68575.1,"Подходим к сопротивлению, но отказа пока нет — ждём реакцию/хвост.",521.5857142857141
