pattern,level_price,timestamp
пробой вниз,76056.0,2026-09-16 21:00:00
ложный пробой (ЛП),75866.0,2026-09-17
ложный пробой (ЛП),76056.0,2026-09-17
ложный пробой (ЛП),76410.1,2026-09-17 04:00:00
ложный пробой (ЛП),76434.8,2026-09-17 04:00:00
ложный пробой (ЛП),76410.1,2026-09-17 09:00:00
пробой вниз,76501.4,2026-09-17 09:00:00
ложный пробой (ЛП),76434.8,2026-09-17 09:00:00
ложный пробой (ЛП),76543.7,2026-09-17 09:00:00
пробой вниз,76607.1,2026-09-17 14:00:00
ложный пробой (ЛП),76410.1,2026-09-17 14:00:00
ложный пробой (ЛП),76501.4,2026-09-17 14:00:00
ложный пробой (ЛП),76434.8,2026-09-17 14:00:00
ложный пробой (ЛП),76323.3,2026-09-17 14:00:00
пробой вниз,76666.0,2026-09-17 14:00:00
ложный пробой (ЛП),76056.0,2026-09-17 14:00:00
ложный пробой (ЛП),76742.0,2026-09-17 14:00:00
ложный пробой (ЛП),76744.8,2026-09-17 14:00:00
