pattern,level_price,timestamp
пробой вверх,70077.4,2026-03-12 19:00:00
ложный пробой (ЛП),70111.0,2026-03-12 19:00:00
ложный пробой (ЛП),70343.0,2026-03-12 20:00:00
ложный пробой (ЛП),70214.7,2026-03-12 20:00:00
ложный пробой (ЛП),70111.0,2026-03-12 20:00:00
пробой вниз,70343.0,2026-03-12 20:00:00
пробой вниз,70214.7,2026-03-12 20:00:00
ложный пробой (ЛП),70111.0,2026-03-12 20:00:00
ложный пробой (ЛП),70111.0,2026-03-12 21:00:00
ложный пробой (ЛП),70214.7,2026-03-12 22:00:00
ложный пробой (ЛП),70077.4,2026-03-12 22:00:00
пробой вниз,70214.7,2026-03-12 22:00:00
пробой вниз,70111.0,2026-03-12 22:00:00
ложный пробой (ЛП),70111.0,2026-03-12 23:00:00
ложный пробой (ЛП),70343.0,2026-03-12 23:00:00
ложный пробой (ЛП),70214.7,2026-03-12 23:00:00
ложный пробой (ЛП),70111.0,2026-03-12 23:00:00
пробой вверх,70550.0,2026-03-12 23:00:00
ложный пробой (ЛП),70343.0,2026-03-13
ложный пробой (ЛП),70214.7,2026-03-13
ложный пробой (ЛП),70550.0,2026-03-13
ложный пробой (ЛП),71262.3,2026-03-13 02:00:00
ложный пробой (ЛП),71491.4,2026-03-13 02:00:00
ложный пробой (ЛП),71297.7,2026-03-13 02:00:00
